중공종,공정,세부공종,표준품셈 목차,규격,단위(표준품셈 기준),산근근거(작업조 1팀당 인원 및 장비구성),기능공1,기능공2,특별인부,보통인부,장비,투입 품,표준품셈,국토부 가이드라인,평균
가설공사,가설물의 한도,토목,"2-1-1 현장사무소 등의 규모(토목)('02, '22년 보완)",현 장 사 무 소 (㎡),,"1.5억미만1.5 401.5억, ∼3억3 60미만, ∼9억 801.5, 9∼30억 100∼3억, 30∼90억 1503, 90∼150억 200∼, 150∼300억 2609억, 300∼500억 2809, 500억이상 300∼30억 기준",0,0,0,0,1470,1470,1,0,1
가설공사,가설물의 한도,토목,"2-1-1 현장사무소 등의 규모(토목)('02, '22년 보완)",현 장 사 무 소 (㎡),,"1.5억미만1.5 501.5억, ∼3억3 75미만, ∼9억 1001.5, 9∼30억 130∼3억, 30∼90억 2003, 90∼150억 300∼, 150∼300억 4409억, 300∼500억 4909, 500억이상 520∼30억 기준",0,0,0,0,2305,2305,1,0,1
가설공사,가설물의 한도,토목,"2-1-1 현장사무소 등의 규모(토목)('02, '22년 보완)",기자재창고 (㎡),,"1.5억미만1.5 401.5억, ∼3억3 50미만, ∼9억 601.5, 9∼30억 80∼3억, 30∼90억 1003, 90∼150억 120∼, 150∼300억 1309억, 300∼500억 1359, 500억이상 140∼30억 기준",0,0,0,0,855,855,1,0,1
가설공사,가설물의 한도,토목,"2-1-1 현장사무소 등의 규모(토목)('02, '22년 보완)",숙 소 (㎡),,"1.5억미만1.5 601.5억, ∼3억3 70미만, ∼9억 801.5, 9∼30억 100∼3억, 30∼90억 1803, 90∼150억 260∼, 150∼300억 3609억, 300∼500억 4009, 500억이상 420∼30억 기준",0,0,0,0,1930,1930,1,0,1
가설공사,가설물의 한도,건축및기계설비,"2-1-2 현장사무소 등의 규모(건축 및 기계설비)('02, '22년 보완)",현 장 사 무 소 (㎡),,"1.5억미만1.5 301.5억, ∼3억3 40미만, ∼9억 501.5, 9∼30억 70∼3억, 30∼90억 1003, 90∼150억 140∼, 150∼300억 1809억, 300∼500억 1909, 500억이상 210∼30억 기준",0,0,0,0,1010,1010,1,0,1
가설공사,가설물의 한도,건축및기계설비,"2-1-2 현장사무소 등의 규모(건축 및 기계설비)('02, '22년 보완)",현 장 사 무 소 (㎡),,"1.5억미만1.5 301.5억, ∼3억3 50미만, ∼9억 701.5, 9∼30억 90∼3억, 30∼90억 1403, 90∼150억 210∼, 150∼300억 3009억, 300∼500억 3309, 500억이상 360∼30억 기준",0,0,0,0,1580,1580,1,0,1
가설공사,가설물의 한도,건축및기계설비,"2-1-2 현장사무소 등의 규모(건축 및 기계설비)('02, '22년 보완)",기자재창고 (㎡),,"1.5억미만1.5 271.5억, ∼3억3 30미만, ∼9억 401.5, 9∼30억 50∼3억, 30∼90억 703, 90∼150억 80∼, 150∼300억 909억, 300∼500억 959, 500억이상 100∼30억 기준",0,0,0,0,582,582,1,0,1
가설공사,손율,,"2-2-2 주요자재('22, '26년 보완)",철물창,,"3개월 30%, 6개월 45%, 1개년 60%, 2개년 80%, 2개년초과평균손율 85% 기준",0,0,0,0,300,300,1,0,1
가설공사,손율,,"2-2-2 주요자재('22, '26년 보완)",호흄,,"3개월 30%, 6개월 40%, 1개년 60%, 2개년 80%, 2개년초과평균손율 100% 기준",0,0,0,0,310,310,1,0,1
가설공사,손율,,"2-2-2 주요자재('22, '26년 보완)",관강,,"3개월 80%, 6개월 100%, 1개년 100%, 2개년 100%, 2개년초과평균손율 100% 기준",0,0,0,0,480,480,1,0,1
가설공사,손율,,"2-2-2 주요자재('22, '26년 보완)",재류,,"3개월 15%, 6개월 30%, 1개년 50%, 2개년 75%, 2개년초과평균손율 85% 기준",0,0,0,0,255,255,1,0,1
가설공사,손율,,"2-2-5 구조물 비계('22, '26년 보완)",손 율,,"3개월6〃 73개월, 12〃 116〃, 18〃 2112, 24〃 28〃, 30〃 3718, 36〃 46〃, 42〃 5524, 48〃 64〃, 54〃 7330, 60〃 84〃, 66 9136, 〃 100〃 기준",0,0,0,0,617,617,1,0,1
가설공사,손율,,"2-2-5 구조물 비계('22, '26년 보완)",손 율,,"3개월6〃 93개월, 12〃 156〃, 18〃 2912, 24〃 42〃, 30〃 5618, 36〃 69〃, 42〃 8324, 48〃 96〃, 54〃 10030, 60〃 100〃, 66 10036, 〃 100〃 기준",0,0,0,0,799,799,1,0,1
가설공사,손율,,"2-2-5 구조물 비계('22, '26년 보완)",손 율,,"3개월6〃 123개월, 12〃 206〃, 18〃 3812, 24〃 56〃, 30〃 7418, 36〃 92〃, 42〃 10024, 48〃 100〃, 54〃 10030, 60〃 100〃, 66 10036, 〃 100〃 기준",0,0,0,0,892,892,1,0,1
가설공사,손율,,"2-2-5 구조물 비계('22, '26년 보완)",손 율,,"3개월6〃 1003개월, 12〃 1006〃, 18〃 10012, 24〃 100〃, 30〃 10018, 36〃 100〃, 42〃 10024, 48〃 100〃, 54〃 10030, 60〃 100〃, 66 10036, 〃 100〃 기준",0,0,0,0,1200,1200,1,0,1
가설공사,가설건축물,,"2-3-1 철제조립식 가설건축물 설치 및 해체('92년 신설, '09, '22년 보완)",사무실,㎡,"건축목공 0.26인, 보통인부 0.11인, 크레인 0.19hr 기준",0.26,0,0,0.11,0.19,0.56,1,0,1
가설공사,가설건축물,,"2-3-1 철제조립식 가설건축물 설치 및 해체('92년 신설, '09, '22년 보완)",창고,㎡,"건축목공 0.2인, 보통인부 0.09인, 크레인 0.15hr 기준",0.2,0,0,0.09,0.15,0.44,1,0,1
가설공사,가설건축물,,"2-3-2 콘테이너형 가설건축물 설치 및 해체('09, '22년 보완)",3.0x3.0m,개소,"비계공 0.4인, 특별인부 0.18인, 크레인 2hr 기준",0.4,0,0.18,0,2,2.58,1,0,1
가설공사,가설건축물,,"2-3-2 콘테이너형 가설건축물 설치 및 해체('09, '22년 보완)",3.0x6.0m,개소,"비계공 0.58인, 특별인부 0.34인, 크레인 2hr 기준",0.58,0,0.34,0,2,2.92,1,0,1
가설공사,가설건축물,,"2-3-2 콘테이너형 가설건축물 설치 및 해체('09, '22년 보완)",3.0x9.0m,개소,"비계공 0.78인, 특별인부 0.38인, 크레인 2hr 기준",0.78,0,0.38,0,2,3.16,1,0,1
가설공사,가설울타리 및 가설방음벽,,2-4-1 강관 지주 설치 및 해체,지주높이 4m이하 설 치,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대 기준",0.03,0,0,0.01,0.005,0.045,100,0,100
가설공사,가설울타리 및 가설방음벽,,2-4-1 강관 지주 설치 및 해체,지주높이 4m이하 해 체,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대 기준",0.012,0,0,0.004,0.002,0.018,250,0,250
가설공사,가설울타리 및 가설방음벽,,2-4-1 강관 지주 설치 및 해체,지주높이 7m이하 설 치,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대 기준",0.0429,0,0,0.0143,0.0071,0.0643,70,0,70
가설공사,가설울타리 및 가설방음벽,,2-4-1 강관 지주 설치 및 해체,지주높이 7m이하 해 체,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대 기준",0.0167,0,0,0.0056,0.0028,0.025,180,0,180
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 4m이하 설 치,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.0429,0,0,0.0143,0.0214,0.0786,70,0,70
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 4m이하 해 체,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.0176,0,0,0.0059,0.0088,0.0324,170,0,170
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 7m이하 설 치,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.075,0,0,0.025,0.0375,0.1375,40,0,40
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 7m이하 해 체,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.03,0,0,0.01,0.015,0.055,100,0,100
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 11m이하 설 치,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.12,0,0,0.04,0.06,0.22,25,0,25
가설공사,가설울타리 및 가설방음벽,,2-4-2 H형강 지주 설치 및 해체,지주높이 11m이하 해 체,m,"비계공 3인, 보통인부 1인, 굴착기 0.5대, 크레인 1대 기준",0.0462,0,0,0.0154,0.0231,0.0846,65,0,65
가설공사,가설울타리 및 가설방음벽,,2-4-3 가설울타리판 설치 및 해체,설치높이 3m이하 설 치,m,"비계공 3인, 보통인부 1인 기준",0.0273,0,0,0.0091,0,0.0364,110,0,110
가설공사,가설울타리 및 가설방음벽,,2-4-3 가설울타리판 설치 및 해체,설치높이 3m이하 해 체,m,"비계공 3인, 보통인부 1인 기준",0.0107,0,0,0.0036,0,0.0143,280,0,280
가설공사,가설울타리 및 가설방음벽,,2-4-3 가설울타리판 설치 및 해체,설치높이 6m이하 설 치,m,"비계공 3인, 보통인부 1인 기준",0.0316,0,0,0.0105,0,0.0421,95,0,95
가설공사,가설울타리 및 가설방음벽,,2-4-3 가설울타리판 설치 및 해체,설치높이 6m이하 해 체,m,"비계공 3인, 보통인부 1인 기준",0.013,0,0,0.0043,0,0.0174,230,0,230
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 3m이하 설 치,m,"비계공 3인, 보통인부 1인 기준",0.025,0,0,0.0083,0,0.0333,120,0,120
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 3m이하 해 체,m,"비계공 3인, 보통인부 1인 기준",0.01,0,0,0.0033,0,0.0133,300,0,300
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 6m이하 설 치,m,"비계공 3인, 보통인부 1인 기준",0.03,0,0,0.01,0,0.04,100,0,100
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 6m이하 해 체,m,"비계공 3인, 보통인부 1인 기준",0.0115,0,0,0.0038,0,0.0154,260,0,260
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 10m이하 설 치,m,"비계공 3인, 보통인부 1인 기준",0.0333,0,0,0.0111,0,0.0444,90,0,90
가설공사,가설울타리 및 가설방음벽,,2-4-4 세로형 가설방음판 설치 및 해체,설치높이 10m이하 해 체,m,"비계공 3인, 보통인부 1인 기준",0.013,0,0,0.0043,0,0.0174,230,0,230
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 3m이하 설 치,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.06,0,0,0.02,0.02,0.1,50,0,50
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 3m이하 해 체,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.025,0,0,0.0083,0.0083,0.0417,120,0,120
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 6m이하 설 치,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.075,0,0,0.025,0.025,0.125,40,0,40
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 6m이하 해 체,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.0286,0,0,0.0095,0.0095,0.0476,105,0,105
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 10m이하 설 치,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.0857,0,0,0.0286,0.0286,0.1429,35,0,35
가설공사,가설울타리 및 가설방음벽,,2-4-5 가로형 가설방음판 설치 및 해체,설치높이 10m이하 해 체,m,"비계공 3인, 보통인부 1인, 크레인 1대 기준",0.0333,0,0,0.0111,0.0111,0.0556,90,0,90
가설공사,규준틀,,"2-5-1 목재 비탈 규준틀 설치 및 철거('09, '26년 보완)",,개소,"건축목공 0.16인, 보통인부 0.14인 기준",0.16,0,0,0.14,0,0.3,1,0,1
가설공사,규준틀,,2-5-2 목재 수평규준틀 설치 및 철거('26년 보완),,개소,"건축목공 0.21인, 보통인부 0.19인 기준",0.21,0,0,0.19,0,0.4,1,0,1
가설공사,규준틀,,2-5-3 철재 수평규준틀 설치 및 철거('26년 보완),규준틀 높이 5m이하,개소,"건축목공 0.14인, 보통인부 0.12인 기준",0.14,0,0,0.12,0,0.26,1,0,1
가설공사,규준틀,,2-5-3 철재 수평규준틀 설치 및 철거('26년 보완),규준틀 높이 10m이하,개소,"건축목공 0.17인, 보통인부 0.14인 기준",0.17,0,0,0.14,0,0.31,1,0,1
가설공사,규준틀,,2-5-4 목재 평?귀규준틀 설치 및 철거('26년 보완),종 별 평 규 준 틀,개소,"목재건축목공보통인부 0.014㎥, 기타1 0.15인, 기타2 0.3인 기준",0.15,0.3,0,0.014,0,0.464,1,0,1
가설공사,규준틀,,2-5-4 목재 평?귀규준틀 설치 및 철거('26년 보완),종 별 귀 규 준 틀,개소,"목재건축목공보통인부 0.022㎥, 기타1 0.3인, 기타2 0.45인 기준",0.3,0.45,0,0.022,0,0.772,1,0,1
가설공사,동바리,토목,"2-6-1 강관 동바리 설치 및 해체(토목)('09, '16, '26년 보완)",2.5m이하,공㎥,"형틀목공 3인, 보통인부 1인 기준",0.06,0,0,0.02,0,0.08,50,0,50
가설공사,동바리,토목,"2-6-1 강관 동바리 설치 및 해체(토목)('09, '16, '26년 보완)",2.5m초과∼3.5m이하,공㎥,"형틀목공 3인, 보통인부 1인 기준",0.0667,0,0,0.0222,0,0.0889,45,0,45
가설공사,동바리,토목,"2-6-1 강관 동바리 설치 및 해체(토목)('09, '16, '26년 보완)",3.5m초과∼4.2m이하,공㎥,"형틀목공 3인, 보통인부 1인 기준",0.075,0,0,0.025,0,0.1,40,0,40
가설공사,동바리,건축기계설비,"2-6-2 강관 동바리 설치 및 해체(건축, 기계설비)('16, '26년 보완)",3.5m이하,㎡,"형틀목공 3인, 보통인부 1인 기준",0.0462,0,0,0.0154,0,0.0615,65,0,65
가설공사,동바리,건축기계설비,"2-6-2 강관 동바리 설치 및 해체(건축, 기계설비)('16, '26년 보완)",3.5m초과∼4.2m이하,㎡,"형틀목공 3인, 보통인부 1인 기준",0.0545,0,0,0.0182,0,0.0727,55,0,55
가설공사,동바리,,"2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16, '26년 보완)",5m이하,공㎥,"설치 4인, 기타1 1인, 설치 4인, 기타1 1인, 기타2 0.5대, 해체 2인, 기타1 2인, 해체 2인, 기타1 2인, 기타2 0.5대 기준",0.0308,0.1077,0,0,0.0077,0.1462,130,0,130
가설공사,동바리,,"2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16, '26년 보완)",5m초과∼ 10m이하,공㎥,"설치 4인, 기타1 1인, 설치 4인, 기타1 1인, 기타2 0.5대, 해체 2인, 기타1 2인, 해체 2인, 기타1 2인, 기타2 0.5대 기준",0.0333,0.1167,0,0,0.0083,0.1583,120,0,120
가설공사,동바리,,"2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16, '26년 보완)",10m초과∼ 20m이하,공㎥,"설치 4인, 기타1 1인, 설치 4인, 기타1 1인, 기타2 0.5대, 해체 2인, 기타1 2인, 해체 2인, 기타1 2인, 기타2 0.5대 기준",0.0381,0.1333,0,0,0.0095,0.181,105,0,105
가설공사,동바리,,"2-6-3 시스템 동바리 설치 및 해체('01년 신설, '09, '16, '26년 보완)",20m초과∼ 30m이하,공㎥,"설치 4인, 기타1 1인, 설치 4인, 기타1 1인, 기타2 0.5대, 해체 2인, 기타1 2인, 해체 2인, 기타1 2인, 기타2 0.5대 기준",0.0471,0.1647,0,0,0.0118,0.2235,85,0,85
가설공사,동바리,,"2-6-4 알루미늄 폼 동바리 설치 및 해체('09년 신설, '16년 보완)",,㎡,"형틀목공 0.03인, 보통인부 0.01인 기준",0.03,0,0,0.01,0,0.04,1,0,1
가설공사,동바리,,2-6-5 잭서포트 설치 및 해체('22년 신설),,개,"형틀목공 0.06인, 보통인부 0.02인 기준",0.06,0,0,0.02,0,0.08,1,0,1
가설공사,비계,,2-7-4 강관틀 비계 설치 및 해체('16년 보완),,㎡,"비계공 0.030.02, 보통인부 0.010.01 기준",0.03,0,0,0.01,0,0.04,1,0,1
가설공사,비계,,2-7-5 수평비계 설치 및 해체('26년 신설),,10㎥,"비계공 0.41인, 보통인부 0.18인 기준",0.41,0,0,0.18,0,0.59,1,0,1
가설공사,비계,이동식,"2-7-6 강관 조립말비계(이동식)설치 및 해체('09, '16년 보완)",,1대,"비계공 0.410.25, 보통인부 0.240.14 기준",0.41,0,0,0.24,0,0.65,1,0,1
가설공사,비계,,"2-7-7 경사형 가설 계단 설치 및 해체('09년 신설, '16년 보완)",,㎡,"비계공 0.27인, 보통인부 0.09인 기준",0.27,0,0,0.09,0,0.36,1,0,1
가설공사,비계,,2-7-8 타워형 가설 계단 설치 및 해체,,㎡,"비계공 0.2인, 보통인부 0.07인, 크레인 0.06hr 기준",0.2,0,0,0.07,0.06,0.33,1,0,1
가설공사,비계,,"2-7-9 비계용 브라켓 설치 및 해체('16, '26년 보완)",,10개소,비계공 0.260.34 기준,0.26,0,0,0,0,0.26,1,0,1
가설공사,추락재해 및 낙하물방지시설,비계,"2-8-1 낙하물 방지망(비계) 설치 및 해체('20, '26년 보완)",,㎡,"비계공 3인, 보통인부 1인 기준",0.03,0,0,0.01,0,0.04,100,0,100
가설공사,추락재해 및 낙하물방지시설,플라잉넷,"2-8-2 낙하물 방지망(플라잉넷) 설치 및 해체('09년 신설, '17, '20, '26년 보완)",,㎡,"비계공 3인, 보통인부 1인 기준",0.0222,0,0,0.0074,0,0.0296,135,0,135
가설공사,추락재해 및 낙하물방지시설,시스템방호,"2-8-3 낙하물 방지망(시스템방호) 설치 및 해체('20년 신설, '26년 보완)",,㎡,"비계공 3인, 보통인부 1인 기준",0.0261,0,0,0.0087,0,0.0348,115,0,115
가설공사,추락재해 및 낙하물방지시설,,"2-8-4 교량 방호선반 설치 및 해체('11년 신설, '23, '26년 보완)",,㎡,"비계공 2인, 보통인부 1인, 크레인 0.5대, 고소작업차 1대 기준",0.016,0,0,0.008,0.012,0.036,125,0,125
가설공사,추락재해 및 낙하물방지시설,,"2-8-5 교량 낙하물방지망 설치 및 해체('23년 신설, '26년 보완)",,㎡,"비계공 2인, 보통인부 1인, 고소작업차 1대 기준",0.0111,0,0,0.0056,0.0056,0.0222,180,0,180
가설공사,추락재해 및 낙하물방지시설,,2-8-6 출입구 방호선반 설치 및 해체('26년 신설),,개소,비계공 0.630.56 기준,0.63,0,0,0,0,0.63,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-7 철골 안전망 설치 및 해체('18년 보완),,10㎡,"비계공 0.17인, 보통인부 0.05인 기준",0.17,0,0,0.05,0,0.22,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-8 비계주위 보호망 설치 및 해체('17년 신설),,10㎡,비계공 0.1인 기준,0.1,0,0,0,0,0.1,1,0,1
가설공사,추락재해 및 낙하물방지시설,,"2-8-9 갱폼주위 보호망 설치 및 해체('09년 신설, ‘17년 보완)",,10㎡,비계공 0.04인 기준,0.04,0,0,0,0,0.04,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-10 수직형 추락방망 설치 및 해체('20년 신설),개구부 면적 1.0㎡이하,10개소,비계공 0.49인 기준,0.49,0,0,0,0,0.49,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-10 수직형 추락방망 설치 및 해체('20년 신설),개구부 면적 1.0~3.0㎡이하,10개소,비계공 0.63인 기준,0.63,0,0,0,0,0.63,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-10 수직형 추락방망 설치 및 해체('20년 신설),개구부 면적 3.0~6.0㎡이하,10개소,비계공 1.01인 기준,1.01,0,0,0,0,1.01,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-10 수직형 추락방망 설치 및 해체('20년 신설),개구부 면적 6.0~9.0㎡이하,10개소,비계공 1.3인 기준,1.3,0,0,0,0,1.3,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-10 수직형 추락방망 설치 및 해체('20년 신설),개구부 면적 9.0~12.0㎡이하,10개소,비계공 1.6인 기준,1.6,0,0,0,0,1.6,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-11 안전난간대 설치 및 해체('20년 신설),브라켓형 2단,10m,비계공 0.56인 기준,0.56,0,0,0,0,0.56,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-11 안전난간대 설치 및 해체('20년 신설),브라켓형 3단,10m,비계공 0.62인 기준,0.62,0,0,0,0,0.62,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-11 안전난간대 설치 및 해체('20년 신설),앵커형 2단,10m,비계공 0.64인 기준,0.64,0,0,0,0,0.64,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-11 안전난간대 설치 및 해체('20년 신설),앵커형 3단,10m,비계공 0.7인 기준,0.7,0,0,0,0,0.7,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-12 계단난간대 설치 및 해체('20년 신설),브라켓형,10개소,비계공 1.4인 기준,1.4,0,0,0,0,1.4,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-12 계단난간대 설치 및 해체('20년 신설),앵커형,10개소,비계공 1.45인 기준,1.45,0,0,0,0,1.45,1,0,1
가설공사,추락재해 및 낙하물방지시설,토목,2-8-13 안전난간대 설치 및 해체(토목)('21년 신설),2단,10m,비계공 0.62인 기준,0.62,0,0,0,0,0.62,1,0,1
가설공사,추락재해 및 낙하물방지시설,토목,2-8-13 안전난간대 설치 및 해체(토목)('21년 신설),3단,10m,비계공 0.67인 기준,0.67,0,0,0,0,0.67,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-14 엘리베이터 난간틀 설치 및 해체('20년 신설),,10개소,비계공 0.8인 기준,0.8,0,0,0,0,0.8,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-15 엘리베이터 추락방호망 설치 및 해체('20년 신설),,10개소,비계공 1.5인 기준,1.5,0,0,0,0,1.5,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-16 개구부 수평보호덮개 설치 및 해체('22년 신설),개당 면적 1.0㎡이하,개,비계공 0.05인 기준,0.05,0,0,0,0,0.05,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-16 개구부 수평보호덮개 설치 및 해체('22년 신설),개당 면적 3.0㎡이하,개,비계공 0.07인 기준,0.07,0,0,0,0,0.07,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-17 강재거푸집 작업용 난간 설치 및 해체('22년 신설),,10m,비계공 0.82인 기준,0.82,0,0,0,0,0.82,1,0,1
가설공사,추락재해 및 낙하물방지시설,,2-8-18 수평지지로프 설치 및 해체('23년 신설),,m,비계공 0.02인 기준,0.02,0,0,0,0,0.02,1,0,1
가설공사,통행안전시설,,2-9-1 타워크레인 방호울타리 설치 및 해체('20년 신설),,m,비계공 0.12인 기준,0.12,0,0,0,0,0.12,1,0,1
가설공사,통행안전시설,,2-9-2 건설용리프트 방호선반 설치 및 해체('23년 신설),,개소,"비계공 0.95인, 보통인부 0.26인 기준",0.95,0,0,0.26,0,1.21,1,0,1
가설공사,통행안전시설,,2-9-3 보행자 안전통로 설치 및 해체('21년 신설),,m,비계공 0.2인 기준,0.2,0,0,0,0,0.2,1,0,1
가설공사,통행안전시설,,2-9-4 PE드럼 설치 및 해체('22년 신설),,개,특별인부 0.06인 기준,0,0,0.06,0,0,0.06,1,0,1
가설공사,통행안전시설,,2-9-5 PE가설방호벽 설치 및 해체('22년 신설),,개,"특별인부 0.09인, 살수차 0.03hr 기준",0,0,0.09,0,0.03,0.12,1,0,1
가설공사,통행안전시설,,2-9-6 PC가설방호벽 설치 및 해체('22년 신설),,개,"특별인부 0.12인, 크레인 0.21hr 기준",0,0,0.12,0,0.21,0.33,1,0,1
가설공사,통행안전시설,H-Beam기초,2-9-7 가설휀스(H-Beam기초) 설치 및 해체('22년 신설),,m,"특별인부 0.01인, 크레인 0.02hr 기준",0,0,0.01,0,0.02,0.03,1,0,1
가설공사,통행안전시설,,2-9-8 PE가설휀스 설치 및 해체('23년 신설),,개,특별인부 0.02인 기준,0,0,0.02,0,0,0.02,1,0,1
가설공사,통행안전시설,,2-9-9 가림막 가설휀스 설치 및 해체('23년 신설),,개,특별인부 0.04인 기준,0,0,0.04,0,0,0.04,1,0,1
가설공사,통행안전시설,,2-9-10 점멸등 설치 및 해체('23년 신설),,개,특별인부 0.01인 기준,0,0,0.01,0,0,0.01,1,0,1
가설공사,통행안전시설,,2-9-11 유도등 설치 및 해체('23년 신설),,m,특별인부 0.01인 기준,0,0,0.01,0,0,0.01,1,0,1
가설공사,통행안전시설,,2-9-12 사각지대 충돌방지장치 설치 및 해체('25년 신설),,개,"중급기술자 0.25인, 특별인부 0.25인 기준",0.25,0,0.25,0,0,0.5,1,0,1
가설공사,피해방지시설,,"2-10-1 비계주위 보호막 설치 및 해체('09, '17년 보완)",,10㎡,비계공 0.2인 기준,0.2,0,0,0,0,0.2,1,0,1
가설공사,피해방지시설,,2-10-2 방진망 설치 및 해체('17년 보완),,10㎡,비계공 0.16인 기준,0.16,0,0,0,0,0.16,1,0,1
가설공사,피해방지시설,,2-10-3 터널방음문 설치 및 해체('19년 신설),,개소,"철공용접공보통인부 2.532.81, 기타1 1.021.13, 크레인 5.68.0, 크레인 5.68.0 기준",0,0,0,2.53,12.22,14.75,1,0,1
가설공사,피해방지시설,,2-10-4 박스형 간이흙막이 설치 및 해체('22년 신설),설치깊이 H=3.0m이하,개,"특별인부 0.17인, 보통인부 0.06인, 크레인 0.26hr 기준",0,0,0.17,0.06,0.26,0.49,1,0,1
가설공사,피해방지시설,,2-10-4 박스형 간이흙막이 설치 및 해체('22년 신설),설치깊이 4.0m이하,개,"특별인부 0.24인, 보통인부 0.09인, 크레인 0.44hr 기준",0,0,0.24,0.09,0.44,0.77,1,0,1
가설공사,피해방지시설,,2-10-5 조립식 간이흙막이 설치 및 해체('22년 신설),설치깊이 H=3.0m이하,m,"특별인부 0.19인, 보통인부 0.07인, 크레인 0.46hr 기준",0,0,0.19,0.07,0.46,0.72,1,0,1
가설공사,피해방지시설,,2-10-5 조립식 간이흙막이 설치 및 해체('22년 신설),설치깊이 H=4.0m이하,m,"특별인부 0.28인, 보통인부 0.1인, 크레인 0.9hr 기준",0,0,0.28,0.1,0.9,1.28,1,0,1
가설공사,피해방지시설,,2-10-5 조립식 간이흙막이 설치 및 해체('22년 신설),설치깊이 H=5.0m이하,m,"특별인부 0.4인, 보통인부 0.15인, 크레인 1.48hr 기준",0,0,0.4,0.15,1.48,2.03,1,0,1
가설공사,피해방지시설,,2-10-5 조립식 간이흙막이 설치 및 해체('22년 신설),설치깊이 H=6.0m이하,m,"특별인부 0.57인, 보통인부 0.22인, 크레인 2.2hr 기준",0,0,0.57,0.22,2.2,2.99,1,0,1
가설공사,피해방지시설,,2-10-6 비탈면 보양('23년 신설),,㎡,"특별인부 0.02인, 보통인부 0.01인 기준",0,0,0.02,0.01,0,0.03,1,0,1
가설공사,피해방지시설,,2-10-7 암파쇄 방호시설 설치 및 해체('26년 신설),설치높이,,"철골공 3인, 보통인부 1인, 크레인 1대 기준",0.6,0,0,0.2,0.2,1,5,0,5
