중공종,공정,세부공종,표준품셈 목차,규격,단위(표준품셈 기준),산근근거(작업조 1팀당 인원 및 장비구성),기능공1,기능공2,특별인부,보통인부,장비,투입 품,표준품셈,국토부 가이드라인,평균
도로포장공사,콘크리트 포장,대형장비,1-6-4 콘크리트 표층 기계포설(대형장비),공항포장,㎥,"포장공특별인부보통인부 5인, 기타1 2인, 기타2 2인, 콘크리트페이버굴착기살수차 1대, 기타1 1대, 기타2 0.5대 기준",0.0031,0.0031,0.0078,0,0.0039,0.018,640,0,640
도로포장공사,콘크리트 포장,,1-6-5 기계포설 장비조립 및 해체('21년 신설),소요일수(일) 조립,회,"외부반출/반입 31, 외부반출/반입 31, 작업구간이동 21, 작업구간이동 21 기준",0,0,0,0,10,10,1,0,1
도로포장공사,콘크리트 포장,,1-6-5 기계포설 장비조립 및 해체('21년 신설),소요일수(일) 해체,회,"외부반출/반입 21, 외부반출/반입 21, 작업구간이동 11, 작업구간이동 11 기준",0,0,0,0,6,6,1,0,1
도로포장공사,콘크리트 포장,,1-6-6 포장줄눈 절단('24년 보완),,m,"특별인부 1인, 보통인부 1인, 커터 1대 기준",0,0,0.0017,0.0017,0.0017,0.005,600,0,600
도로포장공사,콘크리트 포장,,1-6-7 포장줄눈 설치,,m,"특별인부 3인, 보통인부 2인 기준",0,0,0.0033,0.0022,0,0.0056,900,0,900
도로포장공사,저속도로포장,소형장비,"1-7-4 투수아스팔트 표층 기계포설(소형장비)('21년 신설, '25년 보완)",,㎡,"포장공보통인부 3인, 기타1 1인, 아스팔트피니셔굴착기머캐덤롤러탠덤롤러살수차 1대, 기타1 1대, 기타2 1대, 기타3 1대, 기타4 0.5대 기준",0.0008,0,0,0.0025,0.0038,0.0071,1200,0,1200
도로포장공사,교통시설공,,"1-8-1 교통 안전표지판 설치('08년 신설, '20년 보완)",지주,개소,"특별인부 2인, 보통인부 1인, 크레인 1대, 특별인부 2인, 보통인부 1인 기준",0,0,0.3333,0.1667,0.0833,0.5833,12,0,12
도로포장공사,교통시설공,,"1-8-1 교통 안전표지판 설치('08년 신설, '20년 보완)",표지판,개소,"특별인부 2인, 보통인부 1인, 크레인 1대, 특별인부 2인, 보통인부 1인 기준",0,0,0.1818,0.0909,0.0455,0.3182,22,0,22
도로포장공사,교통시설공,,"1-8-2 도로 표지판 설치('08년 신설, '20년 보완)",복주식 + 표지판 (8㎡이하 1개),개소,"특별인부 3인, 보통인부 1인, 크레인 1대 기준",0,0,0.375,0.125,0.125,0.625,8,0,8
도로포장공사,교통시설공,,"1-8-2 도로 표지판 설치('08년 신설, '20년 보완)",편지식 + 표지판 (12㎡이하 1개),개소,"특별인부 3인, 보통인부 1인, 크레인 1대 기준",0,0,0.375,0.125,0.125,0.625,8,0,8
도로포장공사,교통시설공,,"1-8-2 도로 표지판 설치('08년 신설, '20년 보완)",문형식 + 표지판 (8㎡이하 2개),개소,"특별인부 3인, 보통인부 1인, 크레인 1대 기준",0,0,3,1,1,5,1,0,1
도로포장공사,교통시설공,,"1-8-3 도로반사경 설치('08, '16, '20년 보완)",1면,본,"특별인부 1인, 보통인부 1인 기준",0,0,0.25,0.25,0,0.5,4,0,4
도로포장공사,교통시설공,,"1-8-3 도로반사경 설치('08, '16, '20년 보완)",2면,본,"특별인부 1인, 보통인부 1인 기준",0,0,0.3333,0.3333,0,0.6667,3,0,3
도로포장공사,교통시설공,,"1-8-4 도로표지병 설치('08, '16, '20년 보완)",,개소,"특별인부 1인, 보통인부 1인 기준",0,0,0.0143,0.0143,0,0.0286,70,0,70
도로포장공사,교통시설공,,"1-8-5 시선유도표지 설치('08, '16, '20년 보완)",흙속매설용,개소,"특별인부 1인, 보통인부 1인 기준",0,0,0.0167,0.0167,0,0.0333,60,0,60
도로포장공사,교통시설공,,"1-8-5 시선유도표지 설치('08, '16, '20년 보완)",가드레일용,개소,"특별인부 1인, 보통인부 1인 기준",0,0,0.0067,0.0067,0,0.0133,150,0,150
도로포장공사,교통시설공,,"1-8-5 시선유도표지 설치('08, '16, '20년 보완)",옹벽용,개소,"특별인부 1인, 보통인부 1인 기준",0,0,0.0167,0.0167,0,0.0333,60,0,60
도로포장공사,교통시설공,,"1-8-6 볼라드 설치('16년 신설, '20년 보완)",,개소,"특별인부 2인, 보통인부 1인 기준",0,0,0.1538,0.0769,0,0.2308,13,0,13
도로포장공사,교통시설공,,"1-8-7 주차 블록 설치('16년 신설, '20년 보완)",,개소,"특별인부 2인, 보통인부 1인 기준",0,0,0.0222,0.0111,0,0.0333,90,0,90
도로포장공사,교통시설공,,"1-8-8 차선규제봉 설치('16년 신설, '20년 보완)",,개소,"특별인부 2인, 보통인부 1인 기준",0,0,0.02,0.01,0,0.03,100,0,100
도로포장공사,교통시설공,,"1-8-9 차선도색('08, '14, '16, '17, '20, '25, '26년 보완)",실선,㎡,"특별인부 2인, 보통인부 2인, 트럭 1대 기준",0,0,0.0022,0.0022,0.0011,0.0056,900,0,900
도로포장공사,교통시설공,,"1-8-9 차선도색('08, '14, '16, '17, '20, '25, '26년 보완)",파선,㎡,"특별인부 2인, 보통인부 2인, 트럭 1대 기준",0,0,0.0044,0.0044,0.0022,0.0111,450,0,450
도로포장공사,교통시설공,,"1-8-9 차선도색('08, '14, '16, '17, '20, '25, '26년 보완)","횡단보도, 주차장",㎡,"특별인부 2인, 보통인부 2인, 트럭 1대 기준",0,0,0.0058,0.0058,0.0029,0.0146,342,0,342
도로포장공사,교통시설공,,"1-8-9 차선도색('08, '14, '16, '17, '20, '25, '26년 보완)","문자, 기호",㎡,"특별인부 2인, 보통인부 2인, 트럭 1대 기준",0,0,0.0123,0.0123,0.0062,0.0309,162,0,162
도로포장공사,교통시설공,,"1-8-10 가드레일 설치('08, '17, '20년 보완)",지주간격 2m,m,"특별인부 2인, 보통인부 1인, 굴착기+대형브레이커트럭 1대, 기타1 1대 기준",0,0,0.0048,0.0024,0.0048,0.0119,420,0,420
도로포장공사,교통시설공,,"1-8-10 가드레일 설치('08, '17, '20년 보완)",지주간격 4m,m,"특별인부 2인, 보통인부 1인, 굴착기+대형브레이커트럭 1대, 기타1 1대 기준",0,0,0.0024,0.0012,0.0024,0.006,840,0,840
도로포장공사,교통시설공,가드레일식,"1-8-11 중앙분리대 설치(가드레일식)('08년 신설, '17, '20년 보완)",지주간격 2m,m,"특별인부 3인, 보통인부 1인, 굴착기+대형브레이커크롤러드릴(공기식)공기압축기트럭 1대, 기타1 1대, 기타2 1대, 기타3 1대 기준",0,0,0.0115,0.0038,0.0154,0.0308,260,0,260
도로포장공사,교통시설공,가드레일식,"1-8-11 중앙분리대 설치(가드레일식)('08년 신설, '17, '20년 보완)",지주간격 4m,m,"특별인부 3인, 보통인부 1인, 굴착기+대형브레이커크롤러드릴(공기식)공기압축기트럭 1대, 기타1 1대, 기타2 1대, 기타3 1대 기준",0,0,0.0058,0.0019,0.0077,0.0154,520,0,520
도로포장공사,교통시설공,콘크리트포설식,"1-8-12 중앙분리대 설치(콘크리트포설식)('08년 신설, '17, '20, '24년 보완)",높이 0.81m,m,"포장공철근공보통인부 2인, 기타1 1인, 기타2 2인, 콘크리트피니셔굴착기 1대, 기타1 1대 기준",0.0029,0.0057,0,0.0057,0.0057,0.02,350,0,350
도로포장공사,교통시설공,콘크리트포설식,"1-8-12 중앙분리대 설치(콘크리트포설식)('08년 신설, '17, '20, '24년 보완)",높이 1.27m,m,"포장공철근공보통인부 2인, 기타1 1인, 기타2 2인, 콘크리트피니셔굴착기 1대, 기타1 1대 기준",0.0033,0.0067,0,0.0067,0.0067,0.0233,300,0,300
도로포장공사,교통시설공,미끄럼방지,1-8-13 유색포장(미끄럼방지)('25년 신설),A-Type,㎡,"도장공 3인, 보통인부 2인, 트럭 1대 기준",0.01,0,0,0.0067,0.0033,0.02,300,0,300
도로포장공사,교통시설공,미끄럼방지,1-8-13 유색포장(미끄럼방지)('25년 신설),B-Type,㎡,"도장공 3인, 보통인부 2인, 트럭 1대 기준",0.015,0,0,0.01,0.005,0.03,200,0,200
도로포장공사,교통시설공,,"1-8-14 표시못 설치('20, '24년 보완)",A-Type,개소,"특별인부 1인, 보통인부 1인, 트럭 1대 기준",0,0,0.05,0.05,0.05,0.15,20,0,20
도로포장공사,교통시설공,,"1-8-14 표시못 설치('20, '24년 보완)",B-Type,개소,"특별인부 1인, 보통인부 1인, 트럭 1대 기준",0,0,0.0167,0.0167,0.0167,0.05,60,0,60
도로포장공사,교통시설공,포설식,"1-8-15 L형측구 설치(포설식)('21년 신설, '24년 보완)",H=0.5m이하,m,"포장공보통인부 3인, 기타1 2인, 콘크리트페이버굴착기 1대, 기타1 1대 기준",0.0036,0,0,0.0055,0.0036,0.0127,550,0,550
도로포장공사,교통시설공,포설식,"1-8-15 L형측구 설치(포설식)('21년 신설, '24년 보완)",H=1.2m,m,"포장공보통인부 3인, 기타1 2인, 콘크리트페이버굴착기 1대, 기타1 1대 기준",0.0057,0,0,0.0086,0.0057,0.02,350,0,350
도로포장공사,부대공,,"1-9-1 방음벽 설치('08, '17, '21년 보완)",,개,"철공 2인, 보통인부 1인 기준",0.05,0,0,0.025,0,0.075,40,0,40
도로포장공사,부대공,,"1-9-2 보차도 및 도로경계블록 설치('21, '24년 보완)",직선구간,m,"A-Type 3003, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, A-Type 3001, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, B-Type 3002, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, B-Type 3001, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001 기준",0,0,0,0,48.2353,48.2353,170,0,170
도로포장공사,부대공,,"1-9-2 보차도 및 도로경계블록 설치('21, '24년 보완)",곡선구간,m,"A-Type 3003, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, A-Type 3001, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, B-Type 3002, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001, B-Type 3001, 기타1 3501, 기타2 4001, 기타3 5001, 기타4 5001 기준",0,0,0,0,54.6667,54.6667,150,0,150
도로포장공사,부대공,,"1-9-3 낙석방지책 설치('08년 신설, '22년 보완)",,개,"용접공 1인, 특별인부 3인, 보통인부 2인, 크레인 1대 기준",0.025,0,0.075,0.05,0.025,0.175,40,0,40
도로포장공사,부대공,,1-9-4 낙석방지망 설치,,㎡,"착암공 2인, 비계공 3인, 보통인부 2인, 공기압축기소형브레이커 1대, 기타1 2대 기준",0.0025,0.0037,0,0.0025,0.0037,0.0125,800,0,800
하천공사,사석,,"2-1-1 사석부설('08, '12년 보완)",,㎥,"보통인부 0.004인, 굴삭기 0.027hr 기준",0,0,0,0.004,0.027,0.031,1,0,1
하천공사,사석,,"2-1-2 사석고르기('12년 신설, '19년 보완)",,㎡,"보통인부 0.005인, 굴삭기+부착용집게 0.07hr 기준",0,0,0,0.005,0.07,0.075,1,0,1
하천공사,돌망태,,"2-2-1 타원형 돌망태 설치('07, '12, '19년 보완)",,㎡,"석공특별인부보통인부 0.0730.063, 기타1 0.0240.019, 기타2 0.010.008, 굴착기 0.0460.040 기준",0,0,0.073,0,0.08,0.153,1,0,1
하천공사,돌망태,,"2-2-2 매트리스형 돌망태 설치('07, '12년 보완)",,㎡,"석공특별인부보통인부 0.027인, 기타1 0.01인, 기타2 0.01인, 굴착기 0.025hr 기준",0.01,0.01,0.027,0,0.025,0.072,1,0,1
하천공사,돌망태,,"2-2-3 돌망태형옹벽 설치('12, '19년 보완)",,㎥,"석공특별인부보통인부 0.19인, 기타1 0.134인, 기타2 0.117인, 굴착기 0.281hr 기준",0.134,0.117,0.19,0,0.281,0.722,1,0,1
하천공사,하천호안공,,"2-3-1 식생매트 설치('12년 신설, '19년 보완)",,㎡,"특별인부보통인부 0.0050.014, 굴삭기 0.031- 기준",0,0,0.005,0,0.031,0.036,1,0,1
하천공사,하천호안공,인력,2-3-2 블록 붙이기(인력)('12년 보완),,㎡,"특별인부 0.076인, 보통인부 0.066인 기준",0,0,0.076,0.066,0,0.142,1,0,1
하천공사,하천호안공,기계,2-3-3 블록 붙이기(기계)('12년 보완),,㎡,"특별인부 0.017인, 보통인부 0.007인, 크레인 0.048시간 기준",0,0,0.017,0.007,0.048,0.072,1,0,1
터널공사,터널굴착,CycleTime,"3-2-1 터널굴착 1발파당 싸이클 시간(Cycle Time)('07, '13, '20년 보완)",발파 굴착,,"착암 30착, 기타1 5암, 기타2 10암, 기타3 1암, 기타4 30암, 기타5 40암, 기타6 15암, 기타7 20암, 버력처리 10버, 기타1 2력, 기타2 3처, 기타3 5리, 기타4 20리, 기타5 30리, 숏크리트 10숏, 기타1 3크, 기타2 25리, 기타3 30트, 기타4 4트, 기타5 5트, 기타6 20트, 기타7 10트, 록볼트 10록, 기타1 6볼, 기타2 1트, 기타3 2트, 기타4 2트, 기타5 15트 기준",0,0,0,0,364,364,1,0,1
터널공사,터널굴착,CycleTime,"3-2-1 터널굴착 1발파당 싸이클 시간(Cycle Time)('07, '13, '20년 보완)",발파 굴착,,"착암 30착, 기타1 10암, 기타2 15암, 기타3 1암, 기타4 40암, 기타5 50암, 기타6 20암, 기타7 25암, 버력처리 10버, 기타1 2력, 기타2 3처, 기타3 5리, 기타4 30리, 기타5 40리, 숏크리트 10숏, 기타1 3크, 기타2 30리, 기타3 35트, 기타4 4트, 기타5 5트, 기타6 20트, 기타7 10트, 록볼트 10록, 기타1 6볼, 기타2 1트, 기타3 2트, 기타4 2트, 기타5 15트 기준",0,0,0,0,434,434,1,0,1
터널공사,터널굴착,CycleTime,"3-2-1 터널굴착 1발파당 싸이클 시간(Cycle Time)('07, '13, '20년 보완)",발파 굴착,,"착암 30착, 기타1 15암, 기타2 20암, 기타3 1암, 기타4 50암, 기타5 60암, 기타6 25암, 기타7 30암, 버 10버, 력 2력, 처 40처, 리 50리, 숏크리트 10숏, 기타1 3크, 기타2 40리, 기타3 45트, 기타4 4트, 기타5 5트, 기타6 20트, 기타7 10트, 록볼트 10록, 기타1 6볼, 기타2 1트, 기타3 2트, 기타4 2트, 기타5 15트 기준",0,0,0,0,506,506,1,0,1
터널공사,터널굴착,CycleTime,"3-2-1 터널굴착 1발파당 싸이클 시간(Cycle Time)('07, '13, '20년 보완)",,,"착암 65착, 기타1 65암, 기타2 65암, 기타3 100암, 버력 100버, 처 100력, 리 65처, 숏 100숏, 크 65크, 리 65리, 트 100트, 록볼 100록, 트 100볼 기준",0,0,0,0,1090,1090,1,0,1
터널공사,터널굴착,,"3-2-2 기계굴착의 능력('07, '20년 보완)",작업능력(㎥/hr),,"소형브레이커(1.3㎥/min) 0.38풍, 대형 5.6풍, 브레 6.8화, 이커 4.5암, +굴 5.5연, 착기 3.1암, 0. 3.7보, 7 2.3통, ㎥ 2.9암 기준",0,0,0,0,34.78,34.78,1,0,1
터널공사,터널굴착,,"3-2-3 천공기계의 천공속도('07, '13, '20년 보완)",소형브레이커,,"암종 27풍, 기타1 20화, 기타2 16암, 기타3 12연 기준",0,0,0,0,75,75,1,0,1
터널공사,터널굴착,,"3-2-3 천공기계의 천공속도('07, '13, '20년 보완)",점보드릴,,"굴진장 751.2m, 기타1 85이하, 기타2 851.2∼2.0m, 기타3 95이하, 기타4 952.0∼3.0m, 기타5 105이하, 기타6 1053.0m, 기타7 120초과 기준",0,0,0,0,765,765,1,0,1
터널공사,터널굴착,,"3-2-4 터널 굴착시 천공 및 버력처리 장비의 조합('07, '20년 보완)",발파천공및록볼트천공장비,,"A군 2.7, B군 2, C군 3, A군 1.72, B군 3.5, C군 5, A군 1.72, B군 15, C군 15 기준",0,0,0,0,49.64,49.64,1,0,1
터널공사,터널굴착,,"3-2-4 터널 굴착시 천공 및 버력처리 장비의 조합('07, '20년 보완)",기타1,,A군 2 기준,0,0,0,0,2,2,1,0,1
터널공사,터널굴착,,"3-2-4 터널 굴착시 천공 및 버력처리 장비의 조합('07, '20년 보완)",기타2,,A군 4 기준,0,0,0,0,4,4,1,0,1
터널공사,터널굴착,,"3-2-5 터널굴착 1발파당 작업인원('07, '20년 보완)",발파굴착,1발파,"작업반장착암공점보드릴운전원고소대차운전원로더운전원 1작, 기타1 2업, 기타2 4반, 기타3 1장 기준",0,0,0,0,8,8,1,0,1
터널공사,터널굴착,,"3-2-5 터널굴착 1발파당 작업인원('07, '20년 보완)",발파굴착,1발파,"작업반장착암공점보드릴운전원고소대차운전원로더운전원 1작, 기타1 1업, 기타2 1반, 기타3 1장 기준",0,0,0,0,4,4,1,0,1
터널공사,터널굴착,,"3-2-5 터널굴착 1발파당 작업인원('07, '20년 보완)",기계굴착,1발파,"작업반장착암공점보드릴운전원고소대차운전원로더운전원 1작, 기타1 2업, 기타2 4반, 기타3 1장 기준",0,0,0,0,8,8,1,0,1
터널공사,터널굴착,,"3-2-5 터널굴착 1발파당 작업인원('07, '20년 보완)",기계굴착,1발파,"작업반장착암공점보드릴운전원고소대차운전원로더운전원 1작, 기타1 1업, 기타2 1반 기준",0,0,0,0,3,3,1,0,1
터널공사,현장 타설 콘크리트 라이닝,,"3-3-1 터널 철재거푸집 설치?해체?이동('07, '13, '20년 보완)",,회,"형틀목공 6인, 콘크리트공 2〃, 특별인부 1〃, 보통인부 2〃, 콘크리트펌프(차) 1대, 소요일수(설치/콘크리트타설/해체/이동) 1일 기준",6,2,1,2,2,13,1,0,1
터널공사,부대공,,"3-4-1 터널 방수('13년 신설, '20년 보완)",,㎡,"방수공보통인부 0.011인, 기타1 0.002인 기준",0.002,0,0,0.011,0,0.013,1,0,1
터널공사,부대공,,3-4-2 작업대차 조립 및 해체('20년 신설),,회,"비계공 5인, 보통인부 1〃, 소요일수 4일, 소요일수 2일 기준",5,0,0,1,6,12,1,0,1
터널공사,부대공,,"3-4-3 터널바닥 암반청소('13년 신설, '20년 보완)",,㎡,"특별인부 0.0090.014, 보통인부 0.0850.134, 굴착기굴착기물탱크(살수차)동력분무기 0.0850.141, 기타1 0.0740.123, 기타2 0.0740.123 기준",0,0,0.009,0.085,0.233,0.327,1,0,1
궤도공사,,,"4-2-2 궤도양로('11년 신설, '19, '26년 보완)",,m,"궤도공보통인부측량중급기술자 4인, 기타1 2인, 기타2 1인, 양로기 1대 기준",0.008,0.004,0,0.016,0.004,0.032,250,0,250
궤도공사,,,"4-2-3 자갈살포('11년 신설, '19년 보완)",,㎥,"궤도공 1인, 보통인부 1인, 모터카자갈화차 1대, 기타1 1대 기준",0.0042,0,0,0.0042,0.0083,0.0167,240,0,240
궤도공사,,,"4-2-4 자갈고르기('11년 신설, '19년 보완)",,㎥,"궤도공 1인, 보통인부 1인, 굴착기+부착용집게 1대 기준",0.0042,0,0,0.0042,0.0042,0.0125,240,0,240
궤도공사,콘크리트 궤도,,"4-3-1 궤광조립('11년 신설, '19, '26년 보완)",,m,"침목매립식(분리형) 16인, 기타1 4인, 기타2 1인, 침목매립식(분리형) 1대, 기타1 1대, 침목매립식(직결형) 16인, 기타1 6인, 기타2 1인, 침목매립식(직결형) 1대, 기타1 0.5대 기준",0.064,0.112,0,0,0.014,0.19,250,0,250
궤도공사,콘크리트 궤도,,"4-3-2 궤광거치('11년 신설, '19년 보완)",,m,"도상정 1인, 리작업 9인, 도상정리작업 1대, 궤광조립대설치 7인, 기타1 3인, 궤광 7인, 높이 3인, 기 1인, 궤광높이기 1대, 궤광정정및타설준비 8인, 기타1 2인, 궤광정정및타설준비 1인 기준",0.004,0.164,0,0,0.008,0.176,250,0,250
궤도공사,콘크리트 궤도,,"4-3-3 타설후 정리('11년 신설, '19년 보완)",,m,"궤도공보통인부측량중급기술자 9인, 기타1 6인, 기타2 1인, 양로기 1대 기준",0.024,0.004,0,0.036,0.004,0.068,250,0,250
궤도공사,분기기,,"4-4-1 분기기 부설('11년 신설, '19, '26년 보완)",,틀,"궤도공보통인부측량중급기술자 9인, 기타1 3인, 기타2 1인, 크레인 3hr, 굴착기+부착용집게 12hr 기준",3,1,0,9,15,28,1,0,1
궤도공사,분기기,,"4-4-2 신축이음매 부설('11년 신설, '26년 보완)",,틀,"궤도공보통인부측량중급기술자 0.50.25, 기타1 0.250.13, 기타2 0.130.06, 크레인 0.660.33 기준",0,0,0,0.5,1.04,1.54,1,0,1
궤도공사,궤도용접,,4-5-1 가스압접('19년 보완),,개소,"용접공 0.280.25, 궤도공 0.170.15, 보통인부 0.140.13 기준",0.28,0.17,0,0.14,0,0.59,1,0,1
궤도공사,궤도용접,,4-5-2 테르밋 용접('19년 보완),,개소,"용접공 0.34인, 궤도공 0.23인, 보통인부 0.12인 기준",0.34,0.23,0,0.12,0,0.69,1,0,1
궤도공사,궤도용접,,"4-5-3 장대레일 설정('11년 신설, '19년 보완)",,km,"궤도공특별인부보통인부 16.616.6, 기타1 6.72.2 기준",0,0,16.6,0,6.7,23.3,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 50m,㎥,"채집 0.79인, 운반 0.22인 기준",0.79,0.22,0,0,0,1.01,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 100m,㎥,"채집 0.79인, 운반 0.27인 기준",0.79,0.27,0,0,0,1.06,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 150m,㎥,"채집 0.79인, 운반 0.34인 기준",0.79,0.34,0,0,0,1.13,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 200m,㎥,"채집 0.79인, 운반 0.4인 기준",0.79,0.4,0,0,0,1.19,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 250m,㎥,"채집 0.79인, 운반 0.46인 기준",0.79,0.46,0,0,0,1.25,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 300m,㎥,"채집 0.79인, 운반 0.52인 기준",0.79,0.52,0,0,0,1.31,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 350m,㎥,"채집 0.79인, 운반 0.59인 기준",0.79,0.59,0,0,0,1.38,1,0,1
궤도공사,부대공사,,4-6-1 자갈채집 및 운반('12년 보완),부순자갈현장채집 400m,㎥,"채집 0.79인, 운반 0.65인 기준",0.79,0.65,0,0,0,1.44,1,0,1
궤도공사,부대공사,,"4-6-2 레일 절단('12, '19년 보완)",,개소,"궤도공 0.0270.025, 보통인부 0.0270.025, 절단기 0.2150.201 기준",0.027,0,0,0.027,0.215,0.269,1,0,1
궤도공사,부대공사,,"4-6-3 레일 천공('12, '19년 보완)",,공,"궤도공 0.006인, 보통인부 0.006인, 레일천공기 0.049hr 기준",0.006,0,0,0.006,0.049,0.061,1,0,1
궤도공사,부대공사,,"4-6-4 침목천공('12, '19년 보완)",,개소,"궤도공 0.011인, 침목천공기 0.09hr 기준",0.011,0,0,0,0.09,0.101,1,0,1
궤도공사,부대공사,,"4-6-5 파워렌치 조임 및 해체('12, '19년 보완)",,개소,"궤도공 0.010.010, 보통인부 0.010.010, 파워렌치 0.0760.076 기준",0.01,0,0,0.01,0.076,0.096,1,0,1
궤도공사,부대공사,,"4-6-6 타이템퍼 다짐('12, '19년 보완)",,㎥,"궤도공 0.014인, 타이템퍼 0.111hr 기준",0.014,0,0,0,0.111,0.125,1,0,1
궤도공사,부대공사,,4-6-7 교상발판 설치('12년 보완),,10m,"궤도공 0.687인, 보통인부 0.344인 기준",0.687,0,0,0.344,0,1.031,1,0,1
궤도공사,부대공사,,"4-6-8 교상가드레일 설치('12, '19년 보완)",,km,"궤도공 36인, 보통인부 14인, 굴착기+부착용집게 46.7hr 기준",36,0,0,14,46.7,96.7,1,0,1
궤도공사,부대공사,,4-6-9 교량침목고정장치 설치('12년 보완),,개,"궤도공 0.025인, 보통인부 0.012인 기준",0.025,0,0,0.012,0,0.037,1,0,1
궤도공사,부대공사,,4-6-10 목침목 탄성체결장치 설치('12년 보완),,개소,"궤도공 0.028인, 보통인부 0.022인 기준",0.028,0,0,0.022,0,0.05,1,0,1
강구조공사,강교제작(공장제작),,5-1-1 강교 기본제작공수('24년 보완),"절단, 용접 및 단품제작",ton,"플레이트거더박스거더강바닥판플레이트거더강바닥판박스거더트러스아치라멘 1.02플, 기타1 0.95레, 기타2 2이, 기타3 1.87트, 기타4 1.4거, 기타5 2.26더, 기타6 2.36박 기준",0,0,0,0,11.86,11.86,1,0,1
강구조공사,강교제작(공장제작),,5-1-1 강교 기본제작공수('24년 보완),"절단, 용접 및 단품제작",ton,"플레이트거더박스거더강바닥판플레이트거더강바닥판박스거더트러스아치라멘 1.62플, 기타1 1.62레, 기타2 1.28이, 기타3 1.28트, 기타4 0.98거, 기타5 1.3더, 기타6 1.31박 기준",0,0,0,0,9.39,9.39,1,0,1
강구조공사,강교제작(공장제작),,5-1-1 강교 기본제작공수('24년 보완),가조립 (철공),ton,"플레이트거더박스거더강바닥판플레이트거더강바닥판박스거더트러스아치라멘 0.97플, 기타1 1.16레, 기타2 1.19이, 기타3 1.42트, 기타4 1.08거, 기타5 1.6더, 기타6 1.65박 기준",0,0,0,0,9.07,9.07,1,0,1
강구조공사,강교제작(공장제작),,5-1-2 강교 제작공수 산정방법('24년 신설),형식,ton,"영향계수 460, 영향계수 0.28 기준",0,0,0,0,460.28,460.28,1,0,1
강구조공사,강교제작(공장제작),,5-1-2 강교 제작공수 산정방법('24년 신설),기타1,ton,"영향계수 460, 영향계수 0.25 기준",0,0,0,0,460.25,460.25,1,0,1
강구조공사,강교도장,,5-2-1 소재 표면처리,,㎡,"도장공 0.011, 철구(Shotball)무기질아연말샵프라이머 0.127도막두께20μm, 기타1 0.157도막두께20μm 기준",0.011,0,0,0,0.284,0.295,1,0,1
강구조공사,강교도장,,5-2-2 제품 표면처리,,㎡,"도장공 0.031인, 철편(Grit) 0.245㎏ 기준",0.031,0,0,0,0.245,0.276,1,0,1
강구조공사,강교도장,,"5-2-3 도장재료 사용량('08, '24년 보완)",사용량,㎡,희석재 25ℓ 기준,0,0,0,0,25,25,1,0,1
강구조공사,강재거더 가설,,5-3-1 강재거더 지조립('24년 신설),기본조립개소수(개소) 개구제형,개소,"인 6인, 력 2인, 장비 1대 기준",1.2,0.4,0,0,0.2,1.8,5,0,5
강구조공사,강재거더 가설,,5-3-1 강재거더 지조립('24년 신설),기본조립개소수(개소) 폐합형,개소,"인 6인, 력 2인, 장비 1대 기준",1.5,0.5,0,0,0.25,2.25,4,0,4
강구조공사,강재거더 가설,,"5-3-2 강재거더 가설('08, '21, '24년 보완)",가설 개수(ea) 개구제형,ea,"인력 6인, 기타1 2인, 기타2 2인, 기타3 2인, 장 2대, 비 1대 기준",1.5,1.5,0,0,0.75,3.75,4,0,4
강구조공사,강재거더 가설,,"5-3-2 강재거더 가설('08, '21, '24년 보완)",가설 개수(ea) 폐합형,ea,"인력 6인, 기타1 2인, 기타2 2인, 기타3 2인, 장 2대, 비 1대 기준",2,2,0,0,1,5,3,0,3
강구조공사,강재거더 가설,,5-3-3 기타 부재 설치('24년 신설),설치 수량(ton),ton,"인력 2인, 기타1 2인, 기타2 1인, 기타3 1인, 장비 1대 기준",0.4,0.8,0,0,0.2,1.4,5,0,5
관부설 및 접합공사,주철관,,"6-2-1 타이튼 접합 및 부설('23, '25년 보완)",관경(㎜),㎜,"배관공(수도)보통인부양중장비 2인, 기타1 1인, 기타2 1대, 배관공(수도)보통인부양중장비 3인, 기타1 1인, 기타2 1대 기준",0.008,0.008,0,0.04,0.016,0.072,125,0,125
